Store Number,R,P,C
5408,4987027,4785270,201757
6855,3326225,739760,2586465
74126,5957183,4477678,1479505
74877,7149425,-2327959,9477384
5335,2239767,120768,2118999
5223,2244216,-2372021,4616237
74151,7439727,-294281,7734008
10668,7023890,1910102,5113788
5273,5245312,-2753676,7998988
74281,3480076,-3392054,6872130
74281,6787803,4429847,2357956
6479,2106130,1826580,279550
9259,8741578,1758375,6983203
6601,9861355,5682659,4178696
6678,1623041,-4476554,6099595
16805,5272858,1873747,3399111
11161,3892698,2461572,1431126
74816,5795042,-1221221,7016263
5851,7243093,5474891,1768202
545,2149134,-4677036,6826170
5669,4038479,1668490,2369989
5751,4468275,-1493259,5961534
5535,9959540,7847220,2112320
14311,8884578,7812308,1072270
5271,8884328,7431548,1452780
6605,8262166,3114162,5148004
6867,5276127,-1120059,6396186
79524,9778953,1084931,8694022
74242,6296920,4048924,2247996
11239,6740936,6249160,491776
9212,8163054,2430222,5732832
10541,4223611,645231,3578380
6551,6910834,682398,6228436
74482,6152697,1527893,4624804
11453,5923668,4681970,1241698
6677,1486483,-3110099,4596582
5396,1852911,-8002556,9855467
5516,5357463,3819287,1538176
5585,5738012,-2631105,8369117
6937,8608054,7427555,1180499
5237,3995463,-393857,4389320
9215,6627156,1159213,5467943
75804,6007859,51288,5956571
611,5051288,474329,4576959
10891,7815130,5942106,1873024
75726,9740409,4538256,5202153
2994,8752664,76049,8676615
629,4819092,-364560,5183652
5464,2167300,-4469499,6636799
603,9715511,5403645,4311866
79532,5281769,3155974,2125795
10347,4436446,863893,3572553
74288,8550585,-1440862,9991447
5649,4834403,3163628,1670775
5852,2861276,-6720317,9581593
5992,5405066,-2900647,8305713
5836,2468783,-4979396,7448179
70033,8675983,4290480,4385503
5486,1824991,675831,1149160
75966,9741244,8015159,1726085
658,8704918,1522715,7182203
5404,1465279,-2545785,4011064
5386,6381699,1097541,5284158
5752,1481838,736935,744903
5395,1973994,-4874411,6848405
5646,1638411,-7716153,9354564
5431,8791156,3373872,5417284
625,8970048,5718711,3251337
9219,4295566,4188292,107274
5757,9529487,1637779,7891708
14393,7023302,539285,6484017
9216,1396245,-3086029,4482274
5939,7457918,4249460,3208458
6765,3260925,-2189571,5450496
5584,4156962,2420345,1736617
628,9437541,7434311,2003230
79770,2319722,-1707159,4026881
9211,5497077,2651465,2845612
9222,3084380,-758998,3843378
10251,4878323,2528305,2350018
2997,5686208,-2425292,8111500
5625,1050813,-3033256,4084069
74339,8407416,886989,7520427
9221,8020824,2057732,5963092
79744,9810131,8631320,1178811
533,8011242,-1529987,9541229
5405,5091248,3801245,1290003
9743,3127085,-3295235,6422320
9213,9360683,1430506,7930177
9206,4072933,-2949348,7022281
16839,1563966,-2852800,4416766
5330,5182965,-4130852,9313817
5517,6501820,-1761453,8263273
617,1195024,-5673216,6868240
5287,9478791,7309644,2169147
9224,9385835,2435815,6950020
72129,3784423,-3652506,7436929
10942,8199063,-975484,9174547
5864,9863325,1877028,7986297
525,7361172,296496,7064676
5281,3276766,2958088,318678
664,8085900,5427883,2658017
532,1990601,-7620674,9611275
5726,7486397,6989546,496851
509,2169365,-6821644,8991009
5510,4115353,109653,4005700
10892,8773089,-231821,9004910
5945,1662404,-536182,2198586
531,1245978,409281,836697
6927,1347260,1189530,157730
10219,7834407,3776148,4058259
14540,6656915,-1883546,8540461
5710,4847097,2893632,1953465
15231,2453262,-4487418,6940680
615,8071349,5141800,2929549
5780,7957103,-1379121,9336224
514,3901698,-4060790,7962488
5601,8170689,3901367,4269322
8912,8694643,1646448,7048195
6474,8826668,3138297,5688371
5206,1445031,-1925994,3371025
16775,6107975,-17196,6125171
14070,8004765,-1909945,9914710
74806,8556463,8042298,514165
74259,2946847,445048,2501799
74259,4114473,-1992356,6106829
606,5667953,2211477,3456476
9324,1931905,-1679764,3611669
76267,2239855,-5052453,7292308
5406,2681086,-3744122,6425208
9217,6889917,2643301,4246616
5941,9472825,3833572,5639253
570,3859797,2005567,1854230
672,1099193,-5865155,6964348
74880,3599366,-1772381,5371747
5967,5289328,-1445718,6735046
5728,9198771,7315177,1883594
6469,1146842,910853,235989
15123,7770769,848346,6922423
6972,5129334,-3576160,8705494
76934,6998876,582595,6416281
16188,8532259,1782703,6749556
74161,9726750,2268721,7458029
517,6059994,-18344,6078338
5231,3933091,-5913301,9846392
6591,4822335,566122,4256213
8722,6604683,6069028,535655
9815,4759973,-4950317,9710290
72237,5047570,4881454,166116
6435,9186463,3454955,5731508
8851,4408584,4102928,305656
10546,2447579,-1139450,3587029
6481,1002581,-8958867,9961448
79700,5840660,3367724,2472936
5203,5209136,-2606446,7815582
560,4923669,2970040,1953629
8660,3050959,-119950,3170909
74208,6226286,673091,5553195
6662,8516170,3561641,4954529
76213,4280346,-4903956,9184302
9453,8379289,6453037,1926252
5260,6307503,-2172270,8479773
74195,4970826,2261801,2709025
74118,9592153,4493330,5098823
15167,6083599,-1997213,8080812
5543,5277669,-2595583,7873252
605,5729139,4395237,1333902
74948,1249543,-2057642,3307185
5882,2363599,-7208684,9572283
5990,6723476,1210778,5512698
8754,7242316,7009319,232997
5624,6813560,-444174,7257734
581,5566786,-2169016,7735802
5768,7049255,-1994301,9043556
76510,9397227,-346091,9743318
74422,6185884,243847,5942037
668,6610472,5124999,1485473
15934,2766096,-2890521,5656617
74112,8641471,5312774,3328697
9513,7005327,1697325,5308002
8727,6331251,-1825529,8156780
5279,3117905,-908092,4025997
76208,5883657,5526554,357103
79512,2505332,-7467223,9972555
5937,6893551,418850,6474701
5781,4813802,4184512,629290
5245,2108728,-6866978,8975706
74783,7454215,-2475513,9929728
5825,7515848,6134040,1381808
10252,5367221,-4031693,9398914
5101,3008240,2061611,946629
74122,6033124,-44942,6078066
5259,2473146,-5845237,8318383
9636,2114479,-240333,2354812
74772,6844412,3597866,3246546
5559,9360101,7381318,1978783
5371,3358076,-1121185,4479261
79771,9064514,8377745,686769
15582,1366185,-5105259,6471444
5711,9153235,7435033,1718202
6548,3789104,-1078086,4867190
6505,2974143,-5869900,8844043
12868,3015708,2192692,823016
74425,9586617,899778,8686839
15680,5694341,3916443,1777898
6728,8072309,3671714,4400595
74280,6854558,5256800,1597758
10711,5978105,1003540,4974565
5274,5859920,-1809939,7669859
74684,1375144,-616118,1991262
5322,2822807,-430544,3253351
6648,8982890,3541481,5441409
11329,8855628,7210175,1645453
5571,5360739,3279483,2081256
74275,9238386,5392378,3846008
16135,8536476,3542042,4994434
74275,7749127,-895600,8644727
8111,7683822,5206554,2477268
5311,9682520,4080354,5602166
79567,9103242,-340523,9443765
5732,9529410,7818102,1711308
79660,7702857,-1475799,9178656
641,7096036,-1439954,8535990
74288,5719023,-228239,5947262
76210,9538818,8043508,1495310
6468,7773043,5276106,2496937
6532,6339584,3704982,2634602
5875,3598989,-4741413,8340402
74327,7743236,3063654,4679582
6730,3047344,-359659,3407003
76367,8066733,3425446,4641287
8981,1706229,-6891766,8597995
634,3910819,-3653127,7563946
74206,8188971,4325948,3863023
14226,6846593,-939111,7785704
10544,4000263,2000996,1999267
5242,8724419,1548392,7176027
9490,4941401,3434031,1507370
5863,6321998,5860539,461459
74204,7695382,2222168,5473214
13782,9639836,4722442,4917394
9999,1379072,-2631956,4011028
5975,7483064,4966813,2516251
5856,9145188,2469224,6675964
5956,8824007,906444,7917563
74932,8689008,7478430,1210578
13396,4592091,609056,3983035
74978,6474159,4985758,1488401
5463,1077851,-7732622,8810473
74982,6297879,1944307,4353572
13215,9564667,4529956,5034711
5926,4718211,1174501,3543710
6465,8720256,8448686,271570
74163,7069332,292113,6777219
10339,9414262,-76095,9490357
9901,1874135,-6472646,8346781
79636,1749540,-2494660,4244200
2888,4358741,2417172,1941569
3471,3917769,-357449,4275218
5418,8397748,4659400,3738348
79576,5553225,-3395492,8948717
6762,9914996,4436814,5478182
76163,9725248,3384652,6340596
8110,4384361,-1616719,6001080
6472,6170620,-268590,6439210
6658,5552393,1238761,4313632
5263,7031066,-1202784,8233850
74676,6121274,699069,5422205
6971,3571825,-877694,4449519
6907,2090294,-7516802,9607096
79589,6874497,4973331,1901166
2906,5290976,-4359792,9650768
5474,1754182,-1500852,3255034
74445,9266547,2979721,6286826
8827,6521783,-376109,6897892
2945,1725730,-7689716,9415446
5616,4686247,-2308585,6994832
74689,1176974,389944,787030
8624,3518642,-706883,4225525
5940,7074529,4774407,2300122
5888,6756147,4303587,2452560
76344,7518869,5226188,2292681
10103,2474252,-3803917,6278169
6522,8221516,2012449,6209067
9822,8097910,7929917,167993
13639,1570662,-3809680,5380342
6623,5311414,-1503304,6814718
11776,1500689,-6095368,7596057
9491,8336965,7289182,1047783
5946,7865059,6627978,1237081
6895,2777342,-2605738,5383080
5556,3625633,-2126597,5752230
5727,1686847,-7768749,9455596
74908,7645817,7529189,116628
6986,5645019,-4017475,9662494
76746,5528772,691605,4837167
76657,7661774,6265817,1395957
5963,8575814,8110494,465320
10349,1952338,-5173078,7125416
8625,5810066,1144847,4665219
79508,5825949,67536,5758413
10944,4916142,-3656126,8572268
74475,5818299,1945517,3872782
5883,1757294,-2968426,4725720
13558,7151266,-2422965,9574231
619,3266036,-1529701,4795737
2842,2999063,-1467667,4466730
16204,1595750,-4477038,6072788
74367,8961908,6752571,2209337
6958,4611419,-5030896,9642315
8684,5094695,183040,4911655
72205,2049796,-6824576,8874372
5282,5289053,3117772,2171281
5254,3978333,3720651,257682
5744,5957363,2387111,3570252
8730,4230782,-4381026,8611808
10142,2716347,-636450,3352797
5895,3011083,383588,2627495
3423,4262139,2269201,1992938
6724,9851546,7215117,2636429
5265,2502999,1793960,709039
70081,9295296,736393,8558903
16014,8581416,3911701,4669715
6626,6568075,1176705,5391370
5659,7314268,3155867,4158401
9638,4913858,2968375,1945483
6714,6025891,5818355,207536
74997,2643220,-6470452,9113672
5536,3011829,-6871065,9882894
10143,4250303,-5676477,9926780
5936,2554558,-4485013,7039571
645,6918110,4190553,2727557
5320,2229923,-7110620,9340543
8800,2523281,-2652942,5176223
5892,4033114,-4056648,8089762
9897,3684763,-43283,3728046
74911,2579460,741144,1838316
11238,2813502,-1659501,4473003
5542,7213516,441993,6771523
6882,2026299,-2328001,4354300
612,2126760,-5129110,7255870
8801,1186644,871768,314876
76548,9571967,7194607,2377360
568,8238974,7615586,623388
6480,5697727,-1428803,7126530
9594,9183158,7769248,1413910
74478,4975944,4566985,408959
13557,2271250,-7072076,9343326
8113,9024781,2543954,6480827
74187,1683098,-90461,1773559
74187,5286853,3261768,2025085
5764,3117036,-3029644,6146680
5105,4430998,2677314,1753684
10187,6698859,3002424,3696435
10543,8517134,4668531,3848603
6663,3769214,-1755254,5524468
5550,1866470,-3363849,5230319
75730,2721383,-2347935,5069318
72427,6628164,4515414,2112750
15639,7340315,4392339,2947976
79625,9860660,3251038,6609622
9285,9404825,5505308,3899517
13400,1366609,-90273,1456882
76942,8804748,7849756,954992
5740,8856152,8733630,122522
75818,9053993,4917962,4136031
76128,5543369,3293766,2249603
74455,3347040,-6313038,9660078
590,5145977,3625714,1520263
11330,1719131,-2864790,4583921
2891,3269242,93872,3175370
74963,3295720,-3201286,6497006
75409,4593051,3495832,1097219
6489,6311051,-372588,6683639
76345,8455390,6640881,1814509
9742,2257961,-3980589,6238550
9821,2454350,-1063946,3518296
627,4026805,-3741417,7768222
5690,2653333,-432853,3086186
6993,5120209,-527652,5647861
74392,5515354,-1422932,6938286
74392,7500507,4109212,3391295
11334,5757661,-3982702,9740363
6457,5146678,-1433194,6579872
79588,3480581,-5709310,9189891
6831,5133521,-947333,6080854
9325,5859596,-2786226,8645822
9287,4046991,2596904,1450087
76158,2999747,-4826597,7826344
6614,5678884,315134,5363750
8676,8685531,4116811,4568720
6755,2836036,2041368,794668
76900,9753519,3901740,5851779
5407,2893327,-5980255,8873582
6908,6605904,-2713776,9319680
2907,6085452,5227864,857588
9341,6053357,-1361057,7414414
11866,5523585,-265538,5789123
79789,2507620,-129204,2636824
5623,8690855,5170259,3520596
8728,1791338,-1306928,3098266
6477,8218304,4510555,3707749
9340,6236996,-980696,7217692
9511,7727539,1737160,5990379
5684,1140173,-7412799,8552972
9330,8069402,3707693,4361709
74809,8621680,5602372,3019308
6710,8078231,-737027,8815258
74188,2029140,-3923537,5952677
8622,2781724,-4076097,6857821
5901,5466196,4953997,512199
6742,4536299,4333557,202742
5319,6228720,2510722,3717998
11333,7941497,5511455,2430042
6795,8658642,345081,8313561
74464,2702271,-5742318,8444589
74301,9580673,1253179,8327494
10719,7602481,-1145488,8747969
14209,1528515,-4545134,6073649
5270,8587560,4707466,3880094
14463,2737914,-5730910,8468824
10423,3930126,-2873807,6803933
7929,4942248,-3355064,8297312
5224,4393574,-4503720,8897294
6550,1696818,-3434521,5131339
6492,5443412,1579791,3863621
9264,6291268,-227651,6518919
8979,1994830,-6142362,8137192
76511,4354678,2629129,1725549
74693,2773996,597043,2176953
623,8622211,6828039,1794172
13402,8594111,5423739,3170372
76506,9849051,8266614,1582437
6646,3986284,-774469,4760753
8683,8244496,3527330,4717166
6914,7893061,-834903,8727964
13993,1740380,-8026065,9766445
6813,1466616,-5147645,6614261
74300,8565349,4611194,3954155
6491,5839655,537656,5301999
74297,4468936,1064141,3404795
11985,3070527,-3912100,6982627
74441,3130253,2399747,730506
6559,1883737,1541770,341967
5345,5028289,-3342229,8370518
79643,1756850,71540,1685310
9686,8297502,1893756,6403746
6617,1895588,-7907459,9803047
17018,9286878,7874627,1412251
6617,5005651,-2993011,7998662
5470,4858169,-2792693,7650862
7982,4014693,-2119484,6134177
5796,2043924,-4027,2047951
9286,3462301,106880,3355421
9747,6757949,793270,5964679
6719,9637601,7675517,1962084
2908,1282225,-8322934,9605159
11237,7122488,1115027,6007461
7957,8472848,4349434,4123414
5944,6960655,-2618896,9579551
10227,8914811,6901754,2013057
6534,6934616,2361966,4572650
76842,8349703,5038168,3311535
6715,1010829,-2260807,3271636
6738,6673014,-696653,7369667
6970,3180884,-6057308,9238192
74454,4359469,3958693,400776
5499,2185887,-3805991,5991878
74990,4225304,-737802,4963106
10818,4978487,4525589,452898
74226,6525886,-36389,6562275
6660,2443703,-4509727,6953430
2841,9000110,6510328,2489782
6429,2473302,-1938042,4411344
3474,3332108,82239,3249869
9792,8861277,-287534,9148811
6938,1005237,-7107990,8113227
6653,8329486,3982732,4346754
10223,7196996,1766360,5430636
74861,9405628,6893392,2512236
7928,5072721,-4893394,9966115
76694,7085115,3528730,3556385
11096,6034381,-89624,6124005
6929,8367132,3664919,4702213
74946,1804827,-406886,2211713
5954,1248753,-1507477,2756230
13780,8601518,4538330,4063188
74184,1472157,-6349554,7821711
10183,5842315,3684380,2157935
5361,9384944,8134781,1250163
5993,9687775,801343,8886432
9595,4603828,3532370,1071458
604,6586591,5372012,1214579
74492,2887013,-6950300,9837313
10220,3834108,-3547732,7381840
9418,3933848,1378383,2555465
79583,7411877,2382648,5029229
76263,2221980,-5464547,7686527
11235,8915354,2897292,6018062
76930,4772507,4055456,717051
10671,6467063,2471362,3995701
10774,7951900,5168417,2783483
11830,4362137,3194334,1167803
13398,5230221,1735606,3494615
5249,7120995,-1446114,8567109
79766,2982059,1867534,1114525
8642,4412624,1381431,3031193
74477,8812756,-946940,9759696
8623,3192069,-980226,4172295
6478,4094616,1600763,2493853
6727,2843769,-4390011,7233780
79629,8801576,4777891,4023685
3470,7404488,-2212447,9616935
5849,7392064,-644872,8036936
74855,9354994,2764130,6590864
11337,4821719,-3018158,7839877
632,6646150,384719,6261431
5778,9112686,7517188,1595498
76425,7730263,6856717,873546
74171,1068556,-973505,2042061
640,6207562,3076712,3130850
6764,7350235,6810364,539871
6789,8744023,-862375,9606398
9749,2654702,-3652257,6306959
2843,9988532,7033950,2954582
74409,1992290,-1014031,3006321
74949,9593964,3331634,6262330
3456,3311933,1310174,2001759
13227,3165429,-1274631,4440060
74201,2782456,-6816742,9599198
10547,9923460,452905,9470555
13463,5949529,993655,4955874
5233,9970765,1811348,8159417
74823,1042740,-3848014,4890754
14542,7671217,-1064973,8736190
76332,3537767,-2063579,5601346
5855,9907533,5579881,4327652
79584,4497395,1149544,3347851
13181,7249022,-1654240,8903262
10548,8981802,-886562,9868364
79586,8235526,-1051965,9287491
8675,4944641,2208650,2735991
74952,8411881,835688,7576193
11602,4286964,2629036,1657928
74858,9186340,1892143,7294197
9260,3914283,3101447,812836
6533,2386888,-3995135,6382023
6936,9797179,9184186,612993
11221,1837898,-1107796,2945694
9262,3503778,1377563,2126215
79504,6391629,-1035885,7427514
3422,4916044,57081,4858963
8729,7578760,4817320,2761440
5970,2253361,-5470879,7724240
76264,4865831,2492320,2373511
16207,1354157,-233657,1587814
9263,1924406,-7017782,8942188
9900,4079473,-953738,5033211
72776,9785322,8611198,1174124
5820,9606112,4582856,5023256
5820,8401757,2936164,5465593
79594,4117343,2769899,1347444
10587,9814617,3944176,5870441
8798,6920785,5431372,1489413
8798,4376917,-3793279,8170196
14131,5632058,-1245895,6877953
13637,9889808,7294729,2595079
72947,5200933,4252112,948821
16758,9924926,4152942,5771984
14071,8146873,640786,7506087
6586,2044703,-4646743,6691446
10936,4009115,641258,3367857
5930,2820319,-2210527,5030846
5252,1025148,-7869365,8894513
74289,2782324,-6743092,9525416
10804,1798393,219232,1579161
74779,4468088,-3949873,8417961
6717,1842477,-5742309,7584786
3486,6456755,5701297,755458
6639,9940243,431607,9508636
10581,3808170,2379832,1428338
11828,9493796,861978,8631818
74962,6171695,-597718,6769413
13399,3379786,-4208072,7587858
6625,7349539,-1285439,8634978
79628,3934318,1216223,2718095
11166,2332079,-3467704,5799783
74338,9049714,8512705,537009
74338,1601720,-8284831,9886551
5739,6011478,2203313,3808165
9903,5567036,-1075026,6642062
9492,3102744,-1523325,4626069
79730,6523830,-376812,6900642
8114,2580845,-3661962,6242807
74192,4786674,-25296,4811970
73555,9443378,1042028,8401350
8699,4457415,-1639900,6097315
448,4419076,826966,3592110
443,2200949,-3119928,5320877
79553,1642323,-40506,1682829
444,1653687,-500892,2154579
2865,7867900,-1104361,8972261
14320,6679422,66877,6612545
79353,3946957,-974824,4921781
74815,8857873,8311183,546690
21009,3169648,-6279415,9449063
75453,5652452,1181244,4471208
21011,1115032,-6762136,7877168
21046,8959576,7988670,970906
21061,3406164,-1227497,4633661
21044,1463637,-1394313,2857950
21072,7955596,1926539,6029057
21006,5524084,-825149,6349233
21063,3127818,-2049726,5177544
21051,9416602,3265842,6150760
21073,7015762,2143758,4872004
21005,1906719,-1325548,3232267
21034,6666006,-2294063,8960069
21047,7132094,-1652479,8784573
21053,9971274,2847632,7123642
76998,5120452,-2816312,7936764
21012,6434429,1453683,4980746
21059,1128145,-171124,1299269
21018,7044255,5660028,1384227
76999,3122231,-880910,4003141
75905,2887700,-4329433,7217133
21062,8111409,4042483,4068926
21038,5809355,5218131,591224
75799,1086859,-891013,1977872
21027,5745534,-2869031,8614565
75906,4578206,-1909624,6487830
75655,6358733,5535554,823179
75965,5656355,4492257,1164098
72387,4241581,-3177872,7419453
75732,6356429,2834306,3522123
21056,2392562,-541940,2934502
21017,7842373,7603897,238476
21055,7509375,4930933,2578442
21004,9068651,2561892,6506759
21019,3916916,-4622155,8539071
21042,1918420,-6561191,8479611
15126,3193511,-118695,3312206
21054,6152370,3725209,2427161
21014,3867462,-5656023,9523485
21026,3076222,1955869,1120353
21045,4779050,-4034259,8813309
21031,8574251,-1229643,9803894
21032,9768699,1266370,8502329
75975,2512686,-6550811,9063497
70007,9201348,7646353,1554995
21069,8636762,7548484,1088278
21043,3474807,2092687,1382120
21020,3681263,-916664,4597927
79681,6546872,3068976,3477896
21033,7921423,1153666,6767757
21021,1309609,-5620170,6929779
21028,1021387,-2666711,3688098
21001,4672098,-563262,5235360
21048,8686300,7711708,974592
21015,8211801,7368943,842858
21050,7001268,6316891,684377
21013,5351472,-3183764,8535236
3870,5172386,1731011,3441375
1563,8482175,5591926,2890249
15774,9841117,9123777,717340
21039,2497125,1132139,1364986
21035,2259479,1154388,1105091
21030,9796025,874066,8921959
21070,9602252,4588958,5013294
21049,6415943,-1916683,8332626
78021,9794794,8021462,1773332
21041,9225465,2930203,6295262
21071,1135805,-1275556,2411361
21040,2070372,-89010,2159382
75613,6420344,5153721,1266623
75957,8078810,3207379,4871431
21002,6659089,5352760,1306329
21037,6710870,4654626,2056244
3508,2876085,-449252,3325337
21022,4029692,-5917139,9946831
72744,2176882,-2357744,4534626
21023,2119260,-6283833,8403093
70063,2461955,386614,2075341
21016,1813091,-5305819,7118910
21029,9057945,502439,8555506
5134,2579781,-2992056,5571837
74989,2607175,-2946911,5554086
10695,4639990,-4261634,8901624
73742,6768927,3804409,2964518
9533,7406110,-345799,7751909
74302,8623547,6268590,2354957
79246,2253187,2151687,101500
2916,5946617,3131717,2814900
15618,2622221,-6014209,8636430
482,7597674,991627,6606047
74316,3896653,2322866,1573787
72234,2296187,-596955,2893142
73418,3625807,-813908,4439715
476,6197540,232816,5964724
8735,4006157,-2562745,6568902
2795,2856787,-5127428,7984215
74205,6151692,-903850,7055542
72793,8987749,339362,8648387
497,7399148,6786875,612273
76261,2534312,612113,1922199
73267,5697041,1417010,4280031
74205,6863726,3277356,3586370
14371,7826275,5241704,2584571
457,3455903,-3038981,6494884
462,1645443,-6287353,7932796
11978,3021925,316597,2705328
73167,3795553,-966283,4761836
74976,8287991,-536377,8824368
10696,5441173,5223298,217875
484,8307163,-275003,8582166
74135,4638099,-2403000,7041099
74279,7205523,-1999282,9204805
418,5224817,-4353396,9578213
73129,1759707,-7132415,8892122
487,3227155,-4628668,7855823
74448,3739744,-1267880,5007624
485,9681673,2869950,6811723
416,2521692,-4070374,6592066
493,5052486,-4015435,9067921
10330,1835012,827947,1007065
438,2250740,-4597056,6847796
73593,2072200,586769,1485431
15430,6410384,2844364,3566020
424,3930100,1572694,2357406
3366,5610169,887552,4722617
3398,6185858,3435150,2750708
494,5582772,-3187934,8770706
9371,4501426,2128696,2372730
16317,2094164,-3955276,6049440
464,6912337,2173073,4739264
498,2145867,-2982458,5128325
73188,1192250,-583310,1775560
478,6720540,5112144,1608396
440,8456647,-190230,8646877
3389,5128045,1263635,3864410
74424,6849931,-465225,7315156
447,9401099,547594,8853505
74325,4312232,-556896,4869128
72232,5555593,-2135634,7691227
461,8628903,7922369,706534
79620,1185965,-51584,1237549
479,4394304,-824884,5219188
406,4345729,-3706649,8052378
10290,2734599,-220,2734819
434,7568801,6432947,1135854
10466,9263821,631065,8632756
8737,1853098,-33259,1886357
79661,6158228,3893798,2264430
74468,9204025,6649329,2554696
454,5405887,-4197040,9602927
3374,4663864,2498383,2165481
79525,1639083,-8064320,9703403
417,5174500,-2072894,7247394
473,4028954,-1366501,5395455
79597,8438419,-714201,9152620
79457,3636307,-2096722,5733029
3713,9421665,1551008,7870657
465,2093797,-3088288,5182085
408,5276069,-1122691,6398760
10169,3576724,3377964,198760
75291,9752503,856809,8895694
415,1990139,848280,1141859
2915,2667723,-6694053,9361776
76160,4607287,-4515961,9123248
76523,9082126,8483560,598566
433,3164071,-4966715,8130786
436,9044728,7392041,1652687
8841,5307013,-1180417,6487430
73396,1569971,-1842977,3412948
14028,2803893,2061757,742136
432,7798312,285046,7513266
3386,8683565,-579092,9262657
413,3277524,-2284721,5562245
427,8375997,-1525021,9901018
76560,1326284,-7582184,8908468
74804,8395270,4551370,3843900
74103,3018479,-3630059,6648538
439,4755302,2826359,1928943
468,4922404,-381230,5303634
13862,6428939,573666,5855273
72746,7570834,831052,6739782
13325,9743259,7523420,2219839
471,8899215,5176856,3722359
74376,5589694,100962,5488732
72991,8979099,4156782,4822317
11200,2630380,-2633831,5264211
73146,2493613,457285,2036328
79388,4442343,3948095,494248
467,8397844,5746282,2651562
10051,7672544,2889998,4782546
456,5495121,2506574,2988547
14040,7254886,3119069,4135817
74459,5903596,-2309467,8213063
492,6906548,4235463,2671085
14041,3349993,-2600755,5950748
8719,9034458,8509760,524698
74193,8485383,2103418,6381965
470,4493973,-2124750,6618723
73790,1291173,-3602077,4893250
451,8966725,7653234,1313491
8736,4152131,402414,3749717
74421,3826648,3428189,398459
414,3228670,-5909961,9138631
3390,3822031,-4361720,8183751
450,2162127,1628897,533230
74426,9817722,1972096,7845626
14998,1255872,-5572584,6828456
474,1340023,-4433068,5773091
402,3663898,-4764203,8428101
3301,2308686,-4825242,7133928
401,6042928,-2605201,8648129
79624,1116368,-7634681,8751049
403,3976909,-2585895,6562804
403,7022252,-2600123,9622375
2925,8052245,3004171,5048074
15727,4649118,-1819608,6468726
75767,8739006,6879648,1859358
14370,3107050,-913668,4020718
11374,1666595,-6371257,8037852
455,9109150,5310389,3798761
3399,9608914,1022180,8586734
412,6365637,-1349626,7715263
16862,3043913,99148,2944765
469,3006415,-3740198,6746613
407,4456823,-108004,4564827
466,5396815,-4357956,9754771
405,6180605,-1352106,7532711
9337,2932462,2546845,385617
79622,5080729,-1960903,7041632
428,1873859,-6337076,8210935
15510,7031818,201163,6830655
2866,8518762,2720929,5797833
477,5410391,-3909763,9320154
